Dag,Day,Dag meneer, hoe gaat het,Good day sir, how are you
reserves,reserves,De reserves van de bank zijn voldoende,The reserves of the bank are sufficient
documentaire,documentary,De documentaire gaat over het milieu,The documentary is about the environment
constructeurs,constructors,De constructeurs bouwen de brug,The constructors build the bridge
verzetten,move,Kun je de tafel verzetten,Can you move the table
Danny,Danny,Danny is een Engelse voornaam,Danny is an English first name
speelgoed,toys,Het speelgoed ligt op de vloer,The toys are on the floor
nek,neck,Hij heeft pijn in zijn nek,He has pain in his neck
levensverzekering,life insurance,De levensverzekering wordt uitgekeerd,The life insurance is paid out
opmerking,remark,Hij maakte een grappige opmerking,He made a funny remark
kanaal,channel,Het kanaal verbindt de twee rivieren,The channel connects the two rivers
stort,pours,De regen stort naar beneden,The rain pours down
camera's,cameras,De camera's registreren alles,The cameras record everything
vandaar,hence,Vandaar dat hij niet kwam,Hence he did not come
besluitvorming,decision-making,De besluitvorming duurt te lang,The decision-making takes too long
belanden,end up,Zij belanden in een moeilijke situatie,They end up in a difficult situation
lanceren,launch,Zij lanceren een nieuw product,They launch a new product
Opera,Opera,Opera is een vorm van muziektheater,Opera is a form of musical theater
vriendschap,friendship,Een goede vriendschap is waardevol,A good friendship is valuable
which,which (English),Which is een Engels vragend voornaamwoord,Which is an English interrogative pronoun
keerde,returned,Hij keerde terug naar huis,He returned home
successierechten,inheritance tax,De successierechten zijn hoog,The inheritance tax is high
gemak,ease,Hij deed het met gemak,He did it with ease
breder,broader,Het aanbod is breder geworden,The offering has become broader
vermeldt,mentions,Het rapport vermeldt de feiten,The report mentions the facts
ring,ring,Zij draagt een gouden ring,She wears a gold ring
streeft,strives,Hij streeft naar perfectie,He strives for perfection
stille,quiet,De stille straat is rustig,The quiet street is peaceful
schijn,appearance,De schijn bedriegt,Appearances are deceptive
inspelen,respond,Zij spelen in op de vraag,They respond to the demand
Jozef,Jozef,Jozef is een bijbelse naam,Jozef is a biblical name
leraar,teacher,De leraar legt de les uit,The teacher explains the lesson
instanties,agencies,De instanties werken samen,The agencies work together
verrichten,perform,Zij verrichten belangrijk werk,They perform important work
gemeenschappelijk,common,Zij hebben een gemeenschappelijk doel,They have a common goal
namens,on behalf of,Namens het bestuur dank ik u,On behalf of the board I thank you
interviews,interviews,De interviews waren zeer interessant,The interviews were very interesting
vertrok,left,Hij vertrok naar het buitenland,He left for abroad
Namen,Names,Namen zijn belangrijk in een document,Names are important in a document
Studio,Studio,De studio is groot en licht,The studio is large and bright
vertalen,translate,Zij vertalen de tekst naar Engels,They translate the text into English
types,types,Er zijn verschillende types,There are different types
visuele,visual,Visuele hulpmiddelen zijn nuttig,Visual aids are useful
nauwkeurig,precise,De meting moet nauwkeurig zijn,The measurement must be precise
Informatie,Information,Informatie is te vinden op de website,Information can be found on the website
ontving,received,Zij ontving een prijs voor haar werk,She received a prize for her work
Il,he (Italian),Il is Italiaans voor hij,Il is Italian for he
gevecht,fight,Het gevecht duurde uren,The fight lasted hours
werelds,worldly,Hij heeft een werelds perspectief,He has a worldly perspective
Atlanta,Atlanta,Atlanta is een stad in de Verenigde Staten,Atlanta is a city in the United States
House,House,House is een Engels woord,House is an English word
Compagnie,Company,De Compagnie werd opgericht in 1820,The Company was founded in 1820
Wilfried,Wilfried,Wilfried is een Duitse voornaam,Wilfried is a German first name
comfortabel,comfortable,Het bed is comfortabel,The bed is comfortable
farmaceutische,pharmaceutical,De farmaceutische industrie groeit,The pharmaceutical industry is growing
Wereld,World,De hele wereld kijkt toe,The whole world watches
Opmerkelijk,Remarkable,Opmerkelijk genoeg was niemand thuis,Remarkably nobody was home
illegaal,illegal,Illegaal parkeren wordt beboet,Illegal parking is fined
datzelfde,that same,Datzelfde jaar vertrok hij,That same year he left
letters,letters,De letters van het alfabet zijn zesentwintig,The letters of the alphabet are twenty-six
saldo,balance,Het saldo van de rekening is positief,The balance of the account is positive
strikte,strict,De strikte regels zijn duidelijk,The strict rules are clear
standpunten,positions,De standpunten zijn uiteenlopend,The positions are diverse
Goossens,Goossens,Goossens is een veelvoorkomende achternaam,Goossens is a common surname
Raymond,Raymond,Raymond is een Franse voornaam,Raymond is a French first name
Gevaert,Gevaert,Gevaert was een Belgisch fotobedrijf,Gevaert was a Belgian photography company
Stefaan,Stefaan,Stefaan is een Vlaamse voornaam,Stefaan is a Flemish first name
tanden,teeth,Poets je tanden elke dag,Brush your teeth every day
zogenoemde,so-called,De zogenoemde specialist wist niets,The so-called specialist knew nothing
gearresteerd,arrested,De dader is gearresteerd,The perpetrator has been arrested
vereiste,requirement,Het vereiste document is ingediend,The required document has been submitted
abonnees,subscribers,De abonnees ontvangen de nieuwsbrief,The subscribers receive the newsletter
tak,branch,De tak van de boom is gebroken,The branch of the tree is broken
Alan,Alan,Alan is een veelvoorkomende Engelse naam,Alan is a common English name
waait,blows,De wind waait hard,The wind blows hard
advertentie,advertisement,De advertentie staat in de krant,The advertisement is in the newspaper
beroepen,professions,Er zijn veel verschillende beroepen,There are many different professions
piek,peak,De piek van de berg is bedekt met sneeuw,The peak of the mountain is covered with snow
perspectieven,perspectives,De perspectieven voor de toekomst zijn goed,The perspectives for the future are good
villa,villa,De villa heeft een groot zwembad,The villa has a large swimming pool
verkooppunten,points of sale,De verkooppunten zijn door het hele land,The points of sale are throughout the country
dito,ditto,Hij zei dito en knikte,He said ditto and nodded
beruchte,notorious,De beruchte crimineel werd gearresteerd,The notorious criminal was arrested
wetenschappen,sciences,Wetenschappen zijn belangrijk voor de vooruitgang,Sciences are important for progress
tanks,tanks,De tanks reden door de stad,The tanks drove through the city
eilanden,islands,De eilanden in de Stille Oceaan zijn prachtig,The islands in the Pacific Ocean are beautiful
behandelt,treats,De dokter behandelt de patient,The doctor treats the patient
genen,genes,Genen bepalen erfelijke eigenschappen,Genes determine hereditary traits
Werk,Work,Werk is belangrijk voor de mens,Work is important for people
huurder,tenant,De huurder betaalt elke maand huur,The tenant pays rent every month
ontvangst,reception,De ontvangst van de gasten was hartelijk,The reception of the guests was warm
schreven,wrote,Zij schreven een brief aan de minister,They wrote a letter to the minister
ingrijpen,intervene,De politie moet ingrijpen,The police must intervene
intens,intense,De training was intens,The training was intense
kredieten,credits,De kredieten zijn goedgekeurd,The credits have been approved
kaderleden,middle managers,De kaderleden vergaderen morgen,The middle managers meet tomorrow
Muziek,Music,Muziek is een universele taal,Music is a universal language
merknaam,brand name,De merknaam is wereldwijd bekend,The brand name is known worldwide
Saint,Saint,Saint is een Engels woord,Saint is an English word
mes,knife,Het mes is scherp,The knife is sharp
Gevolg,Consequence,Het gevolg van zijn actie was groot,The consequence of his action was great
Franz,Franz,Franz is een Duitse voornaam,Franz is a German first name
afgestemd,tuned,Het systeem is afgestemd op de behoeften,The system is tuned to the needs
zuur,sour,De citroen smaakt zuur,The lemon tastes sour
Vos,fox,De vos liep door het bos,The fox walked through the forest
opgestart,started up,De computer is opgestart,The computer has been started up
aanpassingen,adjustments,De aanpassingen zijn doorgevoerd,The adjustments have been made
Claude,Claude,Claude is een Franse voornaam,Claude is a French first name
achteraan,at the back,Hij zat achteraan in de zaal,He sat at the back of the hall
belet,prevents,Dat belet niet dat we doorgaan,That does not prevent us from continuing
Goldman,Goldman,Goldman Sachs is een Amerikaanse bank,Goldman Sachs is an American bank
uitleggen,explain,Kun je dat uitleggen,Can you explain that
verzorgt,takes care of,Zij verzorgt de administratie,She takes care of the administration
Goede,Good,Goede morgen allemaal,Good morning everyone
koppeling,coupling,De koppeling van de systemen is klaar,The coupling of the systems is done
opleidingen,training courses,De opleidingen zijn van hoge kwaliteit,The training courses are of high quality
Steven,Steven,Steven is een veelvoorkomende Engelse naam,Steven is a common English name
tijde,time,Ten tijde van de oorlog was het moeilijk,At the time of the war it was difficult
volstaan,suffice,Een korte omschrijving volstaan,A short description suffices
Simon,Simon,Simon is een bijbelse naam,Simon is a biblical name
toeleveranciers,suppliers,De toeleveranciers leveren de onderdelen,The suppliers deliver the parts
privé-sector,private sector,De privé-sector groeit sneller,The private sector grows faster
ITL,ITL,ITL was een Belgisch technologiebedrijf,ITL was a Belgian technology company
kapot,broken,De televisie is kapot,The television is broken
research,research,Research is de basis van innovatie,Research is the foundation of innovation
grijs,gray,De lucht is grijs vandaag,The sky is gray today
handicap,disability,Mensen met een handicap hebben ondersteuning nodig,People with a disability need support
besteedt,spends,Hij besteedt veel tijd aan zijn werk,He spends a lot of time on his work
parcours,course,Het parcours van de wedstrijd is zwaar,The course of the race is tough
discipline,discipline,Discipline is belangrijk voor succes,Discipline is important for success
diepte,depth,De diepte van het meer is onbekend,The depth of the lake is unknown
rustige,calm,Het is een rustige buurt,It is a calm neighborhood
haren,hair,Haar haren zijn lang en blond,Her hair is long and blond
Weet,Know,Weet jij waar het station is,Do you know where the station is
Baan,Job,Hij heeft een nieuwe baan gevonden,He has found a new job
journaal,news broadcast,Het journaal begint om acht uur,The news broadcast starts at eight
onwaarschijnlijk,unlikely,Het is onwaarschijnlijk dat het gebeurt,It is unlikely that it will happen
begunstigde,beneficiary,De begunstigde ontvangt de erfenis,The beneficiary receives the inheritance
cinema,cinema,Cinema is een ander woord voor bioscoop,Cinema is another word for movie theater
meerwaarden,capital gains,De meerwaarden op de aandelen zijn hoog,The capital gains on the shares are high
bereidingen,preparations,De bereidingen voor het feest zijn gestart,The preparations for the party have started
muntunie,monetary union,De Europese muntunie is een feit,The European monetary union is a fact
Tegenover,Opposite,Tegenover het station ligt een hotel,Opposite the station there is a hotel
verlaat,leaves,De trein verlaat het station,The train leaves the station
Volgend,Following,Volgend jaar gaan we naar Italie,Next year we go to Italy
new,new (English),New is een Engels woord,New is an English word
voortgezet,continued,Het onderwijs wordt voortgezet,The education is continued
centen,cents,Ik heb geen centen meer,I have no cents left
intelligente,intelligent,Zij is een intelligente studente,She is an intelligent student
onzin,nonsense,Dat is complete onzin,That is complete nonsense
overnachtingen,overnight stays,Het hotel heeft duizend overnachtingen per maand,The hotel has a thousand overnight stays per month
verkochte,sold,Het verkochte product kan niet worden geretourneerd,The sold product cannot be returned
motivatie,motivation,Zijn motivatie is groot,His motivation is great
Finland,Finland,Finland staat bekend om de sauna,Finland is known for the sauna
beheerder,administrator,De beheerder van het systeem is gebeld,The system administrator has been called
vervaardigd,manufactured,Dit product is in Belgie vervaardigd,This product is manufactured in Belgium
verwijten,reproach,Ik verwijten hem niets,I reproach him for nothing
ontspannen,relax,Na het werk wil ik ontspannen,After work I want to relax
emotioneel,emotional,Hij was emotioneel na het nieuws,He was emotional after the news
dollars,dollars,De prijs is in dollars,The price is in dollars
artistiek,artistic,Zij heeft een artistieke achtergrond,She has an artistic background
adressen,addresses,De adressen zijn gecontroleerd,The addresses have been checked
middelbare,secondary,De middelbare school is groot,The secondary school is large
Binnenkort,Soon,Binnenkort krijgen we bezoek,Soon we will have visitors
gepleegd,committed,De misdaad is gepleegd in de nacht,The crime was committed at night
ingenomen,taken,Het medicijn wordt driemaal daags ingenomen,The medicine is taken three times a day
dezer,these,Een dezer dagen komt hij langs,One of these days he will come by
zieke,sick,De zieke patient moet rusten,The sick patient must rest
toepassen,apply,Je moet de regels toepassen,You must apply the rules
zwarten,black people,De zwarten in Zuid-Afrika kregen stemrecht,Black people in South Africa got voting rights
Peugeot,Peugeot,Peugeot is een Frans automerk,Peugeot is a French car brand
Café,Cafe,Het cafe is geopend tot middernacht,The cafe is open until midnight
GIB,GIB,GIB was een Belgisch warenhuis,GIB was a Belgian department store
beursvennootschap,listed company,De beursvennootschap publiceert haar cijfers,The listed company publishes its figures
logistiek,logistics,De logistiek van het evenement is complex,The logistics of the event are complex
Bestuur,Board,Het bestuur heeft besloten tot verkoop,The board has decided to sell
soepel,flexible,De regels zijn soepel toegepast,The rules have been applied flexibly
Maandag,Monday,Maandag begint de werkweek,Monday the workweek starts
omschrijven,describe,Kun je het probleem omschrijven,Can you describe the problem
mijnen,mines,De mijnen in de regio zijn gesloten,The mines in the region are closed
planeet,planet,De aarde is een planeet,The earth is a planet
pianist,pianist,De pianist speelde een mooi stuk,The pianist played a beautiful piece
Audi,Audi,Audi is een Duits automerk,Audi is a German car brand
vervuiling,pollution,De vervuiling van de lucht is een probleem,Air pollution is a problem
Johnson,Johnson,Johnson is een veelvoorkomende Engelse achternaam,Johnson is a common English surname
III,III,III is het getal drie in Romeinse cijfers,III is the number three in Roman numerals
harmonie,harmony,Er heerst harmonie in de groep,There is harmony in the group
Midden,Middle,In het midden van de stad is een plein,In the middle of the city is a square
klom,climbed,Hij klom tegen de berg op,He climbed up the mountain
allesbehalve,anything but,Het was allesbehalve gemakkelijk,It was anything but easy
produkt,product,Het produkt voldoet aan de normen,The product meets the standards
verhinderen,prevent,Niets kan ons verhinderen,Nothing can prevent us
m'n,my,M'n jas hangt aan de kapstok,My coat hangs on the rack
oor,ear,Hij heeft een oorontsteking,He has an ear infection
installeren,install,Zij installeren de software,They install the software
Indische,Indian,De Indische keuken is pittig,Indian cuisine is spicy
aangekondigde,announced,De aangekondigde hervorming is controversieel,The announced reform is controversial
minimale,minimal,De minimale inzet is vereist,The minimal commitment is required
database,database,De database wordt bijgewerkt,The database is being updated
Vincent,Vincent,Vincent van Gogh is een beroemde schilder,Vincent van Gogh is a famous painter
agent,police officer,De agent schreef een bon,The police officer wrote a ticket
garandeert,guarantees,Het bedrijf garandeert kwaliteit,The company guarantees quality
verschuldigd,owed,Het verschuldigde bedrag is betaald,The amount owed has been paid
handelaars,traders,De handelaars op de markt zijn vroeg op,The traders at the market are up early
geslaagde,successful,Het was een geslaagde bijeenkomst,It was a successful gathering
geschoten,shot,Er is geschoten tijdens de overval,Shots were fired during the robbery
plegen,commit,Zij plegen een misdaad,They commit a crime
Rob,Rob,Rob is een korte voornaam,Rob is a short first name
afleggen,take,Ik moet een examen afleggen,I have to take an exam
Normaal,Normally,Normaal gesproken ben ik om zes uur thuis,Normally I am home at six o'clock
doorsnee,average,De doorsnee burger heeft weinig invloed,The average citizen has little influence
bewind,government,Het bewind duurde tien jaar,The government lasted ten years
begaan,commit,Zij begaan een fout,They commit a mistake
recentelijk,recently,Recentelijk is het beleid gewijzigd,Recently the policy has changed
Motors,Motors,Motors is een Engels woord,Motors is an English word
Kort,Short,Kort geleden was ik in Belgie,Recently I was in Belgium
bol,sphere,De bol van de kerstboom is rood,The Christmas ball is red
gemeld,reported,Het incident is gemeld bij de politie,The incident has been reported to the police
gold,applied,De regels gold voor iedereen,The rules applied to everyone
uitgegroeid,grown into,Hij is uitgegroeid tot een expert,He has grown into an expert
aangekomen,arrived,De trein is aangekomen op het station,The train has arrived at the station
seizoenen,seasons,De vier seizoenen zijn lente, zomer, herfst en winter,The four seasons are spring, summer, fall and winter
verdiende,earned,Zij verdiende een bonus,She earned a bonus
desnoods,if necessary,Desnoods blijf ik tot vanavond,If necessary I will stay until tonight
formuleren,formulate,Kun je het antwoord formuleren,Can you formulate the answer
voorts,furthermore,Voorts wil ik opmerken dat,Furthermore I want to note that
beoordelen,evaluate,Wij beoordelen de resultaten,We evaluate the results
schommelt,fluctuates,De temperatuur schommelt sterk,The temperature fluctuates greatly
ondersteund,supported,Het initiatief wordt ondersteund door de overheid,The initiative is supported by the government
Bosch,Bosch,Bosch is een Duits technologiebedrijf,Bosch is a German technology company
Bell,Bell,Alexander Graham Bell vond de telefoon uit,Alexander Graham Bell invented the telephone
Bedoeling,Intention,De bedoeling is om samen te werken,The intention is to work together
onroerende,real estate,Onroerende goederen zijn huizen en land,Real estate properties are houses and land
ernaar,to it,Ik verlang ernaar om te reizen,I long to travel
Wet,Law,De wet is voor iedereen gelijk,The law is equal for everyone
lenen,borrow,Mag ik je pen lenen,May I borrow your pen
gooit,throws,Hij gooit de bal naar de hond,He throws the ball to the dog
daad,deed,Een goede daad is nooit te veel,A good deed is never too much
welzijn,well-being,Het welzijn van de kinderen staat voorop,The well-being of the children comes first
smalle,narrow,Het smalle straatje is moeilijk te vinden,The narrow alley is hard to find
uitgebouwd,expanded,Het netwerk is uitgebouwd,The network has been expanded
opmerkingen,comments,Heb je opmerkingen over het rapport,Do you have comments on the report
zijnde,being,Dat zijnde gezegd, gaan we verder,That being said, we continue
budgettaire,budgetary,De budgettaire ruimte is beperkt,The budgetary room is limited
ratio,ratio,De ratio tussen kosten en baten is goed,The ratio between costs and benefits is good
ekonomische,economic,De ekonomische groei is vertraagd,Economic growth has slowed
kmo,SME,Een kmo is een kleine of middelgrote onderneming,An SME is a small or medium enterprise
bruikbaar,usable,Het gereedschap is nog bruikbaar,The tool is still usable
gezellig,cozy,Het was een gezellige avond,It was a cozy evening
aanwezige,present,De aanwezige gasten applaudisseerden,The present guests applauded
subtiele,subtle,Er is een subtiel verschil,There is a subtle difference
Time,Time,Time is een Engels woord,Time is an English word
wetsontwerp,bill,Het wetsontwerp is aangenomen,The bill has been adopted
bestemmingen,destinations,De bestemmingen zijn populair,The destinations are popular
richtingen,directions,Er zijn twee richtingen mogelijk,There are two directions possible
keurig,neatly,De kamer is keurig opgeruimd,The room is neatly tidied
illustreert,illustrates,Dit voorbeeld illustreert het probleem,This example illustrates the problem
feitelijke,factual,De feitelijke situatie is anders,The factual situation is different
vergelijkbare,comparable,Er zijn vergelijkbare gevallen,There are comparable cases
rit,ride,De rit met de auto was leuk,The ride in the car was fun
tafels,tables,De tafels zijn gedekt voor het diner,The tables are set for dinner
uitgifte,issuance,De uitgifte van nieuwe aandelen is gepland,The issuance of new shares is planned
Freddy,Freddy,Freddy is een bijnaam voor Frederik,Freddy is a nickname for Frederik
Delvaux,Delvaux,Delvaux is een Belgisch modemerk,Delvaux is a Belgian fashion brand
Dezelfde,The same,Dezelfde fout werd twee keer gemaakt,The same mistake was made twice
verliep,went,Het feest verliep vlot,The party went smoothly
hoofdrol,lead role,Zij speelt de hoofdrol in de film,She plays the lead role in the movie
deelname,participation,Zijn deelname aan de wedstrijd is bevestigd,His participation in the competition is confirmed
Telkens,Each time,Telkens als ik hem zie is hij vrolijk,Each time I see him he is cheerful
Tsjechische,Czech,De Tsjechische republiek ligt in Europa,The Czech Republic is in Europe
bizarre,bizarre,Het was een bizarre situatie,It was a bizarre situation
buitenlands,foreign,Buitenlands beleid is complex,Foreign policy is complex
overleed,passed away,Hij overleed op hoge leeftijd,He passed away at an old age
overwegen,consider,Wij overwegen een nieuwe auto te kopen,We consider buying a new car
es,it (German),Es is Duits voor het,Es is German for it
Geld,Money,Geld maakt niet gelukkig,Money does not make you happy
bladeren,leaves,De bladeren vallen van de bomen,The leaves fall from the trees
Cera,Cera,Cera is een Belgische spaarbank,Cera is a Belgian savings bank
persconferentie,press conference,De persconferentie begint om tien uur,The press conference starts at ten o'clock
aanhouden,keep,De politie hield de man aan,The police arrested the man
eenvoudiger,simpler,Het is eenvoudiger dan het lijkt,It is simpler than it seems
wassen,wash,Ik moet de auto wassen,I must wash the car
treinen,trains,De treinen rijden op tijd,The trains run on time
blind,blind,Hij is blind aan een oog,He is blind in one eye
Let,Let,Let goed op wat ik zeg,Pay attention to what I say
toelaat,allows,Het systeem toelaat geen fouten,The system allows no errors
Norbert,Norbert,Norbert is een Duitse voornaam,Norbert is a German first name
ambitieuze,ambitious,Zij is een ambitieuze onderneemster,She is an ambitious businesswoman
goedkoopste,cheapest,Dit is de goedkoopste optie,This is the cheapest option
eine,a (German),Eine is Duits voor een,Eine is German for a
Office,Office,Office is een Engels woord,Office is an English word
organisatoren,organizers,De organisatoren hebben alles voorbereid,The organizers have prepared everything
reusachtige,enormous,Het reusachtige gebouw was indrukwekkend,The enormous building was impressive
illusie,illusion,Het is een illusie dat alles makkelijk is,It is an illusion that everything is easy
gram,gram,Het weegt honderd gram,It weighs a hundred grams
vergroot,enlarged,De foto is vergroot,The photo has been enlarged
Blijft,Stays,Blijft u nog even,Will you stay a bit longer
agressieve,aggressive,De agressieve hond werd weggehaald,The aggressive dog was removed
handvol,handful,Een handvol mensen protesteerde,A handful of people protested
Derde,Third,De derde keer was succesvol,The third time was successful
duurste,most expensive,Dit is het duurste hotel van de stad,This is the most expensive hotel in the city
mythe,myth,Het verhaal is een mythe,The story is a myth
Franstaligen,French speakers,De Franstaligen wonen vooral in Wallonie,The French speakers mainly live in Wallonia
ensemble,ensemble,Het ensemble speelde een mooi concert,The ensemble played a beautiful concert
tickets,tickets,De tickets zijn uitverkocht,The tickets are sold out
Belgrado,Belgrade,Belgrado is de hoofdstad van Servie,Belgrade is the capital of Serbia
quasi,almost,Het is quasi onmogelijk,It is almost impossible
liquiditeiten,liquid assets,De liquiditeiten van het bedrijf zijn voldoende,The liquid assets of the company are sufficient
Lanotte,Lanotte,Lanotte is een Belgisch politicus,Lanotte is a Belgian politician
thans,currently,Thans is het systeem operationeel,Currently the system is operational
Daartoe,To that end,Daartoe moeten we samenwerken,To that end we must work together
aantrekkingskracht,attraction,De aantrekkingskracht van de stad is groot,The attraction of the city is great
vooravond,eve,Op de vooravond van het feest was alles klaar,On the eve of the party everything was ready
Gemiddeld,Average,Gemiddeld genomen is het weer goed,On average the weather is good
gegeten,eaten,Heb je al gegeten,Have you eaten yet
aansluiten,connect,Zij sluiten de computer aan,They connect the computer
Unilever,Unilever,Unilever is een Nederlands-Brits bedrijf,Unilever is a Dutch-British company
spektakel,spectacle,Het vuurwerk was een groot spektakel,The fireworks were a great spectacle
Wereldbank,World Bank,De Wereldbank verstrekt leningen,The World Bank provides loans
zingt,sings,Zij zingt een mooi lied,She sings a beautiful song
ongeval,accident,Er heeft zich een ongeval voorgedaan,An accident has occurred
Braziliaanse,Brazilian,De Braziliaanse voetballer scoorde,The Brazilian footballer scored
afwerking,finish,De afwerking van het product is perfect,The finish of the product is perfect
Moreels,Moreels,Moreels is een Belgische politicus,Moreels is a Belgian politician
verwonderlijk,surprising,Het is niet verwonderlijk dat hij won,It is not surprising that he won
hierdoor,because of this,Hierdoor werd alles anders,Because of this everything changed
Zoiets,Something like that,Zoiets heb ik nog nooit gezien,Something like that I have never seen
zochten,searched,Zij zochten naar een oplossing,They searched for a solution
woordenboek,dictionary,Het woordenboek staat in de kast,The dictionary is in the cabinet
gezeten,sat,Hij heeft in het bestuur gezeten,He has sat on the board
Jim,Jim,Jim is een korte voornaam,Jim is a short first name
ingrijpende,drastic,Er zijn ingrijpende maatregelen genomen,Drastic measures have been taken
communiceren,communicate,Wij communiceren via e-mail,We communicate via email
boekhouding,bookkeeping,De boekhouding wordt gecontroleerd,The bookkeeping is being checked
kanker,cancer,Kanker is een ernstige ziekte,Cancer is a serious disease
public,public (English),Public is een Engels woord,Public is an English word
vrijlating,release,De vrijlating van de gevangene was nieuws,The release of the prisoner was news
evaluatie,evaluation,De evaluatie van het project is positief,The evaluation of the project is positive
benaderen,approach,Hij benaderde het probleem met zorg,He approached the problem with care
dreigde,threatened,De overheid dreigde met sancties,The government threatened with sanctions
kerken,churches,De kerken in de stad zijn oud,The churches in the city are old
nauwe,close,Zij hebben een nauwe band,They have a close bond
Pro,Pro,Pro is een afkorting voor professioneel,Pro is short for professional
terugbetaald,repaid,De lening is terugbetaald,The loan has been repaid
directiecomité,executive committee,Het directiecomité neemt de beslissing,The executive committee makes the decision
Tessenderlo,Tessenderlo,Tessenderlo is een gemeente in Limburg,Tessenderlo is a municipality in Limburg
Lange,Long,Lange tijd was er geen nieuws,For a long time there was no news
leerling,student,De leerling leest een boek,The student reads a book
verplichting,obligation,Het is een verplichting om te betalen,It is an obligation to pay
plat,flat,Het landschap is plat in Nederland,The landscape is flat in the Netherlands
cyclus,cycle,De cyclus herhaalt zich elk jaar,The cycle repeats itself every year
rechte,straight,De rechte lijn is de kortste weg,The straight line is the shortest path
gered,saved,De hond werd gered uit het water,The dog was saved from the water
jeans,jeans,Hij draagt elke dag jeans,He wears jeans every day
Miert,Miert,Miert is een Belgisch politicus,Miert is a Belgian politician
evenementen,events,De evenementen worden goed bezocht,The events are well attended
hectaren,hectares,Het bos beslaat honderd hectaren,The forest covers a hundred hectares
rozen,roses,De rozen bloeien in de tuin,The roses bloom in the garden
Roeselare,Roeselare,Roeselare is een stad in West-Vlaanderen,Roeselare is a city in West Flanders
aanbrengen,apply,Breng een dunne laag verf aan,Apply a thin layer of paint
toren,tower,De toren is honderd meter hoog,The tower is a hundred meters high
werkzaamheden,activities,De werkzaamheden zijn gestart,The activities have started
geuren,smells,De geuren van de bloemen zijn heerlijk,The smells of the flowers are lovely
erkende,recognized,De erkende instantie keurt het goed,The recognized agency approves it
geografische,geographical,De geografische ligging is gunstig,The geographical location is favorable
Helemaal,Completely,Helemaal niet,Not at all
bereikbaar,reachable,Het eiland is alleen per boot bereikbaar,The island is only reachable by boat
Heb,Have,Heb je het begrepen,Have you understood it
teams,teams,De teams werken samen,The teams work together
daders,perpetrators,De daders zijn gearresteerd,The perpetrators have been arrested
chemie,chemistry,De chemie tussen hen was goed,The chemistry between them was good
erfenis,inheritance,Zij ontving een grote erfenis,She received a large inheritance
uitgerekend,exactly,Uitgerekend vandaag begint het te regenen,Exactly today it starts to rain
verlichting,lighting,De verlichting in de kamer is zacht,The lighting in the room is soft
afgeschaft,abolished,De wet is afgeschaft,The law has been abolished
eeuwige,eternal,De eeuwige strijd tussen goed en kwaad,The eternal struggle between good and evil
vermeden,avoided,Het conflict werd vermeden,The conflict was avoided
rusten,rest,Na het werk moet je rusten,After work you must rest
branden,burn,De kaarsen branden de hele nacht,The candles burn all night
gevierd,celebrated,Zij is gevierd om haar werk,She is celebrated for her work
toeschouwers,spectators,De toeschouwers juichten luid,The spectators cheered loudly
gewaarschuwd,warned,Hij is gewaarschuwd voor het gevaar,He has been warned of the danger
vervullen,fulfill,Zij vervullen hun droom,They fulfill their dream
verplichtingen,obligations,De verplichtingen zijn nagekomen,The obligations have been met
zoete,sweet,De zoete taart was lekker,The sweet cake was tasty
paus,pope,De paus sprak tot de gelovigen,The pope spoke to the faithful
jarenlange,years-long,Na jarenlange inspanning was het doel bereikt,After years-long effort the goal was achieved
schadevergoeding,compensation,De schadevergoeding werd uitbetaald,The compensation was paid out
Verplaetse,Verplaetse,Verplaetse was een Belgische bankier,Verplaetse was a Belgian banker
Nou,Well,Nou, dat is vervelend,Well, that is annoying
geweigerd,refused,Hij heeft de baan geweigerd,He refused the job
stapel,stack,Een stapel boeken ligt op het bureau,A stack of books lies on the desk
luidde,sounded,De bel luidde om acht uur,The bell sounded at eight o'clock
genetisch,genetic,Genetisch onderzoek heeft vooruitgang geboekt,Genetic research has made progress
straffen,punish,Zij straffen de overtreders,They punish the offenders
aankondiging,announcement,De aankondiging werd goed ontvangen,The announcement was well received
bladen,sheets,De bladen liggen op tafel,The sheets are on the table
docent,lecturer,De docent geeft les in geschiedenis,The lecturer teaches history
monument,monument,Het monument herinnert aan de oorlog,The monument commemorates the war
berekenen,calculate,Kun je de kosten berekenen,Can you calculate the costs
tomaten,tomatoes,De tomaten zijn rijp,The tomatoes are ripe
avonden,evenings,De avonden worden langer,The evenings are getting longer
noteerde,recorded,Hij noteerde de gegevens in een schrift,He recorded the data in a notebook
banksector,banking sector,De banksector is gereguleerd,The banking sector is regulated
meubel,piece of furniture,Dit meubel is antiek,This piece of furniture is antique
bvba,bvba,Bvba staat voor besloten vennootschap met beperkte aansprakelijkheid,Bvba stands for private limited liability company
verbindingen,connections,De verbindingen zijn verbeterd,The connections have been improved
ruimschoots,amply,De tijd was ruimschoots voldoende,The time was amply sufficient
hetgeen,which,Hetgeen hij zei was waar,What he said was true
eindeloos,endless,Het wachten leek eindeloos,The waiting seemed endless
bewuste,conscious,Het was een bewuste keuze,It was a conscious choice
afvragen,wonder,Ik vraag me af of hij komt,I wonder if he will come
soep,soup,De soep is warm,The soup is hot
Congres,Congress,Het congres vindt plaats in Berlijn,The congress takes place in Berlin
America,America,America is een continent,America is a continent
